sentence	lable
et diuere ock men en paar Dage , do kam de olle Slaumayerske no Hanau .	0
Malepartus , sin Schluatt , hiat hei verlôten un bugg't siék Éine Klause as Wuahnung .	0
un Maren – seeg se nich , wat in Maria ümgung , oder dach se ebenso ?	1
sou kam Jakob met all sinen Lüüen nao Lus im Lanne Kanaan ; dat herre ouk Bethel .	0
junk , junk , junk verdorr .	1
de an ' n Disch sitt , hett de Wust ünner Ogen. « –	1
dar is nagraad jo keen Minsch meer in Ilenbeck , den se nix anhecht ; de sik ni mit eer anfrünnen will , den hangt se en Lack an , un darbi so ' n gemeen Minsch , dat ... «	1
at Josef et muorgens nao 'ne kam , dao saoġ hei , dat se wane biärwe wäären , un hei freiġ se : » Boarümme lott iëhrt diän Kopp hangen ? « » Vî hett 'edröümet , owwer hî im Gefänknüs , dao hett vî nümmes , dä uns dei Dröüme düüten könn. « Josef saġġe : » Blouß Guott alläin ' wäit , wat Dröüme bedütt .	0
un nu harr he em as en Hund prügeln wullt ?	1
un likers wüß he ehr wedder ut de Fingern to kamen .	1
brümme mott tau allenTîen Menschen Pîne , Hunger lîen ?	0
ja , sä de Pommeraner grimmig , he hett dat dütsche Rik arm makt .	1
Läbäntige Biller , ei sölln se mol sain , Et wät uch vörn Augen giäll un grain .	0
wenn ick däut sin , dann schryif myiner Mömme iäwen , sai söll tau ’ m Begriäwniß kummen ; sai söll ower nit iute blyiwen , süs kriege sai met myi te dauen ; wenn ick ower noch liäwe , denn hal myi iäwen diän Kärel , dai myi schuoten hiät .	0
un härr ' iék noch teihnmol Méih verbruaken , sou wéit iék et alt : souball ' mi et glücket , Iahm in dei Ougen te seihen , met iahm te küeren , sou faihlt hei Sine Wut im Buke betwungen .	0
dat häww ' iék verdeint ?	0
un Aaron sall sinen Stock utstrecken üöwwer alles Water , dat in Ägypten es : üöwwer dei Flüette un Kanäöle , dei Dîke un Waterstîen .	0
niu fenk de äine aan , Gruiße iuttekromen , dai me de Pröfässer Kasper vüar acht Dagen , bo hai taufällig in Arnsperg wiäst wör , metgafft härre .	0
„ Hännes !	0
ar ' g bedrüwern wi uns , Au ungerlién te seihen , Doch et wandte siék ball ' , et was éin treffliéket Stücksken .	0
nu well iëck se an diär Pestilenz stiärwen laoten un dat ganze Volk utdilgen .	0
et hänget nit hundert Johre ne Geldsack amme Höüse , aber äk kenn Beälsack .	0
» Also denn is se fri !	1
as ik segg : so ' n Spikelaatschoon versta ik nich. «	1
opeys worrte ett wackerich un loch „ abber sieht es selber “ Erzähler steigt ebenfalls in den Brunnen .	0
dei Pozient bliewet dann so lange krank , bis dat sien Magen dat in siäk opgenoummene Gefröät un Gesüäppe wirr etwas verloaten hiät , un dodüörch dat Blaut ok wirr reiner wird , un dei terügge gewiäsene Schloap ok wirr in sien Recht gekuommen ies .	0
de Sünn harr sik frie Baan maakt , un nu leet de Welt dar buten , as harr de Winter sien groot Sülverschapp apen daan , üm eer mal op sien Aart smuck to maken .	1
unger ‘ m Kapellenbaume , do wor mey domols klor , wat fiär us de Saldoten dehn diär väier schwore Johr .	0
he leep in de Nacht hinut na Staberdörp .	1
din Waort lutt scharp un butt .	0
Schweyneweygen	0
» Es de Wicker in diär Stâdt ? « ( Daotemaolen näumere me dei Prophäiten nuoch Wickers . )	0
un nümmes kofft dei Bäukers Van iëhm im ganzen Land .	0
de Sünn !	1
» Ja , ik will 't Di denn seggen : ik heff to den Hoff noch enige tachentig dusend Mark. «	1
Suit twoi Jaohren mak iek niu maorens dai Arbet in der Küeke , un iek mott seggen , et goiht mi liuter biätter van der Hand un et maket Spaß .	0
dernao lerre iëck ink un inke Vîär ut Ägypten .	0
lëck dau min Füüer bäuten Un schnacken dau ' k un fläuten Un staohen op 'em Kopp .	0
schnao stäiġ se van diäm Kamel af un freiġ diän Knecht van Abraham : » Becke küemmt uns dao in de Mäute ? « Un hei saġġe : » Dat es min Häär. « Un Rebekka dää en Dauk füör dat Gesichte .	0
et hiät meyn laiwe Jüngelken doch ach sau ‘ n hauduits Tüngelken .	0
wat will en Öller von veertig Jaar bedüden för en Mann !	1
min Vâer es füör ink in diän Krieg 'etrocken un hiät sin Liäwen in'esatt daofüör , dat hei ink van diän Midianitern frî maket .	0
villichts finget vi nuoch äänebo wat füör unse Piärre un Mûliäsels .	0
de Schohster awer kreeg dat so bi lütten mit dat Tähnklappern , un en Goshut nah de anner löp em lank den Puckel .	1
as nu Grimbart harr ' endig't , erschéin taum grouten Erstaunen Henning , dei Hahn , met sinem Geschlecht ' .	0
miähr un miähr ritt mi dat Liäwen iut der Hand , bat iek süss näo konn fasste hollen .	0
„ Diu olle Sock vamme Jungen “ , saggte sai , „ annere Kinner froget iähre Ellern , ower diu nit “ .	0
Ei !	0
widder entdeck 're dei Mester dias Stéines hêrrliéke Kräfte : glückliék reis't dei Besitzer diar alle Lande , iahm schadt do Weder Water noch Füer , infangen oder verroén Kann hei nit weren , jéider Gewalt dias Fiendes entgéiht hei .	0
aver Abel wull nix von em weten un schoov em af .	1
darüm mök he i n't Fröhjahr Torf un in ' n Winter rad he Stubben i n't Holt .	1
taum Hohn ik ’ t leßtemol quartäire Im Hotel de Prusse .	0
de Pharao blitt starrköppsch	0
„ Seyn leßte Woort an ` nen Vatter wör wiäst , hai söll Luzy freyen Willen loten , wann ` t sieck drümme handlere , Wiehnkamps Huaf ne niggen Heren te giewwen. “ Luzy , seyn Süster , härr ` all lange iähr Hiärte an diän jungen Füerster van Wiehnkamps Jagd verluiset , owwer dai was ` m Vatter nit guet genaug .	0
un seyt daine [ ? ]	0
dät Kohrn , de Egger , Häste , Geld , Vey hät niu g ’ naug fiär düese Welt .	0
» O ja , allens wat recht is .	1
- He keem man eben ut Hus , so flogen se all op , as wenn de Hæv keem , un he hör de Hahn :	1
1.Küönige 12 , 20 - 31	0
» Mutt man eerst de Peer mit Stro afriben , sünd en beetjen natt waarn , warrt ok dörstig ween .	1
dat matt iék befröchten .	0
draff hei diän Küönig sou utschängen ?	0
so dreep Tante Maren eer , de op ' n mal vör 't Lusthuus stunn .	1
me vertallte dat ouk Saul un dä leit 'ne tau siëck raupen .	0
vlichte was et imme achten Joahrhunnert dat dai Germanen hui siek ansässig mäken .	0
owwer du mauß frönndlick sin tiëger dei Süöhne van Barsillais .	0
wo hai te Hius ankam , fenk hai fortens an te schennen un te gewittern .	0
Abel nück mal mit ' n Kopp un sleek wider .	1
iëhrt mott ink zauën , wann iëhrt 'ne nuoch driäppen wellt .	0
wo hai niu int Hius kam , wiskere hai liuter imme Gesichte rüm un saggte : „ Ha , wat ies et van Dage heut , ick sweute ärr ’ en Piäd “ ; un dobyi deh hai , ärr ’ wenn hai sick den Sweut awdroigere .	0
duoch as iëck mî dat nögger bekäik , dao saoğ iëck : dat was nit min Kind. « » Dat lüüges du « , sağğe dei annere : » Mî häört dat lambännige Kind un dî dat dou ' e ! « » Näi « , reip dei äiëste .	0
owwer auk dat Väih besuorgere hei .	0
Hülend blärde dei Bär , un met dian hingersten Faiten Scharrd ' hei grimmig un krakeeld ' sou wahn ' , dat Rüsteviél opsprung .	0
se gungen langsam na de lütt Stuuv , un bald weren Hand un Mund in ' n besten Tog .	1
bränget twäi junge Bullenkalwer nao hî !	0
ick keem doch jümmer man op en Anloop na Tellingsted un gung na korten wedder darvun .	1
hoi sièt met truiem Blick : „ Tante , ièk kann dey verhoiten , dat ièk fär deyn Geld koin Baier käpe , dofär neahme ièk dann meyn Geld , deyn Geld neähme ièk dann fäer Zigaretten .	0
un nu stünn ' he bi den jungen Herrn Andrees up de Deel vör de Hackelslad .	1
du hiäs wat 'edaon , wat me nit daun draff. « Dropp saġġe Abraham : » Iëck hewwe bi mi 'edacht , dat dei Lüü hî keinen Respäkt vüör Guott hett , un dat se miëck ümbrängen wett wiägen miner Frau .	0
twee Kerls , ol Brökersch , en naktes Kind , un nümms seggt en Piep !	1
de hett sik mit sien Gedanken vertöörnt .	1
tehäime hiät hei siëck utstallfäiërt Met Lavamat und Mercedes , Met Mikorowelle und SAT-TeVau .	0
alle gröhlden , sou harr ' sei konnen ; dei üewrigen Buérn Leipen tehoupe strecker ' n fiar dout iahn taur Êre lang dodialle .	0
Maren steit ganz verbaast un kickt eer to , as se sik in de Eck an ' n Disch löönt un nu anfängt , in de Hand to spien un sik dat dünne grise Haar glatt to striken .	1
at se opkäiken säögen se , dat dei Bundeslage rankääm .	0
versatte dei Wul ' w .	0
fröer weer 't en Leben in mien Warkstell , dat krei un lach in alle Ecken .	1
et is éin Jude , gelehrt , un alle Tungen un Sprôken Kennt hei , dei van Poitou bit Lüneburg werd vandag ' spruaken , Un op Krüter un Stéine verstéiht siék dei Jude viar allem .	0
düt is Dien Huus , ik bün Dien Fru – wat ik do un verdeen , is dat nich all Dien mit ? «	1
» Wat meenst , lütt Maren , schall ik nu en Enn maken ? «	1
Jawoll , mummel he , man ümmer Geld verstrein !	1
wie geseggt , disse Geschich is eenfach nich wahr , dar bliev ik bi .	1
„ O Hännesken !	0
Ach wat , seggt de Möller , nu brukst du garkeen Schipp nah Amerika ; nu springst du von Hamborg up din Buddel , un mit ' n tweeten Sprung büst öwer den groten Diek röwer .	1
allens blink un blank , allens an sinen richtigen Platz , de Luft frisch un rein , denn se maak , wat man sünst op ' n Lann so veel versümen deit , dat Finster apen ; op ' n Disch blö in 't Glas en Struuß von frische Feldblomen , ok woll mal en Roos , en Gülla oder Levkoj , de se in Gaarn un Feld sammelt harr .	1
– Aver ik mutt man eerst mien arm Kracken in ' n Stall bringen , Madam .	1
da keem ehr en ole Professer in de Möt .	1
wat hätt Ih , Schöin oder häßliék , met dian do te daun ?	0
daodrop lağğ en brûnet Beld , opkliäwet op ' n Pappendiëckel , en Kunterfei van ' e junge Frau .	0
Grimbart sprôk : et geréiket taur Ehre , un mag me siék fröggen , Kinger te häwwen , as me sei wünsk't , un dei taum Gewiarwe Balle siék wiénnet , dian Ellern te helpen .	0
sei härren uns gêren erwisket , Schannten un schmäden hinger uns drin .	0
wenn he denn vertell , wat he achtern Brunbarg lurt harr - dar gung de Fahrweg ünner in en depe Sandslucht vörbi na Tellingsted , un gegen Süden apen sick hier dat Holt , Norderwoold - jüs wo dar en Hirsch mit soveel Enn ' harr den Satz över den Hollweg nehmn wullt - he kenn genau ehrn Strich - un merrn in Sprung de Kugel kregen un int Sand vun den Fahrweg tohopenfulln weer : mi weer't mordmäßig , un Friedrich Wida keem mi as een Napoleon vör !	1
de dach sik darbi en paar Schilling to verdeenen , mök sik an den Senator ran un versprök em , to tügen , dat sin Hund keen Schuld harr .	1
» Ik schull man en veertig Jaar jünger ween , ik sprung Di as en Aap op de Nack un klei Di de Ogen ut ! «	1
dä is bit op diän hüütigen Daġġ de Stammvâer van diän Moabitern .	0
tom Bispiel bi Jochen Bestmann .	1
un dat ies wuil Guott in ues wuehnt un dao rümme ies dai Siäle ohne Enne - grenzenläous .	0
iëck hewwe düese Völker vüör ink ut diäm Lanne verdriëwen un ink dei Länneriggen 'egafft .	0
un gäihste niu widder in Köln rin , Marjänne , Dann släste nau fake tehaupe de Hänne .	0
im Suëmmer blögget dä rau ’ en , witten un giällen Betunien un Granien sau schöün un geil in den Kässen an dä Finsters vanne olle Wiärkshalle van C.D .	0
Förten un Ries harrn em ganz unbannig goot smeckt , so ' n Nijaarseten weer doch sien Best .	1
uter Elsbe wüß ik nüms in Dörp , de se vertöörnt hett , aver ünner uns Fruuns hett Maren wenig Frünn .	1
( Dat bedütt : Vâer van viëllen Lüüen ) .	0
hei wouë wane äösig un stont vam Dische op .	0
» Iëck hewwe dat all enns diän Wickern un klauken Lüüen vertallt , owwer nümmes kann mi seggen , wat dat bedüüen sall. « Dao saġġe Josef : » Guott hiät diäm Pharao im Droum 'ewiësen , wat hei vüörhiät .	0
de Pharao blitt harre	0
Richters 6 , 1- 10	0
ower Guottsidank - ´t hakere sick auck faste un bläif antlesste staohn .	0
dat is man eine Stimme .	0
eunes Dages brachte iähme Hiärmen en paar rächte Stieweln .	0
sunnerbar !	1
jo , dät mat reizend seyn .	0
Hinze , dian Müter , sandte hei aw in dei willen Ardennen , Brun , dian Bären , te saiken , diam soll hei Trüe verspriaken , Soll iahn laén , no Flandern te kommen un Küenig te wären .	0
wann hei bi uns op Beseuk es , kann hei siëck dao retur trecken. « Un sou makeren se dat ouk .	0
myinen Liäwensläup kann ick ug biäter vertellen ärr ’ et enner in me Geburtschyine schryiwen kann .	0
angripen wull se , torecht stüren un stucken , un wo dat ni gang , fööl se sik överflödig .	1
meyne Mutter saggte liuter : „ Ne frauhen Lenten daug im Siuerland nit .	0
du hiäs mi blous Guërres 'edaon un iëck hewwe di Böüses ân'edaon .	0
et gëiht nix üöwert Souerland !	0
owwer iëck laote ink nit alles daodüör gaohn .	0
» Denn kriggst en Duwwelschilling. «	1
aowwer wäistu , bai ik sin ?	0
an den Roggenkamp krall ' de een von de dree Kutschenherrn fast .	1
ik warr dat sach ni meer afleben , aver Se sünd in de besten Jaren .	1
nöi greyn doch nit .	0
verwundet entkam hei .	0
dät wasset all , wat bliewen was , dät is ‘ t Liäwen jo , wamme nit mehr kann , dann matt me futt un nümmens mehr froget derno .	0
so ' n schöön Gesicht heff ik noch miendaag ni seen ! « reep Maria .	1
de Ledder was näo balle nigge , owwer twäi Sproatten wören terbroaken .	0
» Dat gäiht nit « , sağğ ' de Käel vam Amt .	0
ja , Maren , wi hebbt en groten Fierdag , den wünsch ik Di ok ! «	1
dat was iëhr Klassenlährer , dä se begleien moche .	0
drümm dau mi dat te Gefallen .	0
se löppt den Dag över ümmer bi mi rüm as en lütten vergnöögten Hund , is ümmer munter , ok in de hillste Tiet !	1
nümmes woll sîne Suorgen hören .	0
hätt Ih Fröide nu hatt , sou küemmet nu endliék dei Riegel Wiér an miék ; sou fleg't et te gohn , me wéit siék te fassen .	0
Wünner di nit	0
de Kulengrawer schrüfft se up , do hett de Dode en schön rood Sammetküssen ünnern Kopp .	1
un darbi harrn wi keen Zeitung vör de Ogen un keen Radio üm de Ohren .	1
at vi twäi wägg rännten , füör dat vi endlicks in Siëckerheit käämen , käik eck mi noch mährmaols ümm. , off dei polsche Bûer uës nit villichte van ächen dautscheiten woll , denn Schüettwâpen läggen rümm at Stäiner am Wiäge .	0
» Wat heet dat ? « Se seeg von de Arbeit op .	1
un as he dar stunn , en beetjen versteken achter en dünnen Busch – de Ool schull em ni geern wies warrn – un sien Ogen von de schöne Gestalt garni loskamen kunnen , do kreeg en Gedanken , de bet herto noch ni harr to Woort kamen kunnt , de Babenhand : Maria schull sien Egen warrn , ganz un gar , för 't ganze Leben !	1
daonao was se all wîer gurrer Huoppnunge un gebar iëhren twedden Suohn .	0
äok in düesem Text nennet se wier twai Prinzipigen , dai usse Handeln bestemmen sallt : Religiäon ( Guarres Siegel ) , und Menskenrechte .	0
bo hai sau richteg imme Schniuwe was , flaug me op äinmol dät Strick üewer de Brüstunge van d ’ r Kanzel .	0
se seiket , tasset , findt ken ' n Griëpp .	0
awwer siuset mey mens nit sau dohiär un daut , asse däh ’ n ey wuat derviär un hört un saiht van nixen .	0
se harr sik achterna noch en paarmal goot verheiraten kunnt , aver se wies jeden Mann kort af .	1
» Nix daan ?	1
sien ersten Arger över den Swartkopp stamm aver nich vun daher , ok nich darvun dat de Muskantenjung em jümmer tovör keem .	1
» Wi weet von nix ! « reep Lena Lopen gau , » höört Ji : wi weet von garnix ! «	1
David sine Sippe mağğ seihn , bo se blitt ! « Dei Israeliten , dei binäin 'ekuommen wäären , leipen utäin .	0
mit Gesang un Gejohl treckt nu en Wagen nah den annern weg .	1
at sei nu käämen , saoğ hei diän Eliab un dache : » Dat es siëcker dei , bekken Guott ut'eseuket hiät. « Owwer Guott sağğe tiëger Samuel : » Kîk nit op dat büütere Gelaote .	0
do springet de Tigges Fritz vuller Wäüt rümme un röüpet : „ Ja , is et all sa weyt kummen , dat ennem de Ruiens anpisset ! “	0
yek was , wäiste , niuern mol imme Tärmeyn , Bo syek sau ’ n par ohstäirig byeten .	0
» Ja ja , wat schall ik denn , wat schall ik denn doon ?	1
sau säten se op de Wîsche am Hang un laiten äiërst maol dä Amis op 100 Meter Afstand op de Schîwe ballern .	0
» Nee nee – Trina hett vondaag en Meelbüdel kaakt mit Rosien in ! «	1
„ Jo , dai Iuär iß ferreg .	0
enner van Nabal sinen Knechten was nao Abigajil 'eloupen : » Dao wäären iäwen Bûon van David dao « , vertallte hei .	0
un op en Tidlang brok de Dunner noch mal wedder los .	1
kriëggel es dä Welt unnerm Hiëmmelstelt ; Spiëll un Spass auk aohne Geld .	0
bai es med ? “ 6 „ Ik ! “ räupt et hir , un do „ Ik ok , ik ok ! “ .	0
dropp mauss du Jehu , diän Suohn van Nimschis , taum Küönig van Israel salwen .	0
mey dait wuat wäih .	0
ja , denn weer't erst ganz schöön in Tellingsted !	1
» Dat hebbt Ji ok daan « , gnurr Jörn .	1
hä siët also dem Küeninge , hä möch wuol gärne maol met den Echteluien nao Duitskland raisen un met äigenen Ogen saihen , ef dat alle so wäör , as de Prinzessin un iär Mann vertalt hädden .	0
drümm sağğe Abigajil ouk nicks .	0
biddet me éinen , sou küemm't ouk dei twedde ; do finget siék widder Noch tau diésen twéi oder drei .	0
de Noot weer groot ; wenn de Vader wat weten wull , weer 't gefeerlich , still to swigen .	1
April 45 van dä 7 .	0
owwer hî giëtt dat alle Dage nicks anners as Manna .	0
met siewentain Johren genke in de Frümede un is taum bleywenden Oppenthalte in ’ t Surland nit wier trüggekummen .	0
Opgebüüörte Hänne bränget diän Sieg	0
» Hölpt mi den Barg rop. «	1
Hahaha ! « lacht se mit groten Mund , » wokeen hett dat seggt ? « – » De Moder ! « – » Ja , de mutt veel üm eer Rackersdochter doon , ok legen .	1
dao saġġe Guott tiëger iëhn : » Iëck hewwe 'seihn , dat min Volk in Ägypten tribbeläiërt un traktäiërt wett .	0
met deäm Reyserbesmen was doi Höüsfrugge veärm Höüs tegange Hauhnerschiét un all deän Reäst der no do rümmelag futt te kehren .	0
natürlich kreeg de vör de Gefahr sien Part vun den Verdeenst un stunn sick gut darbi , solang't gut gung .	1
Sunndağğ	0
iëck well Gericht hollen üöwwer alle Güötter van Ägypten ; inke Düörn owwer , dei met Blaut bestriëcken sind , dat es dat Täiken , dat iëck dao vüörbî gaohn well , un sou well ' k ink verschounen , wann iëck düör Ägypten gaoh , Straofgericht te hollen .	0
Paul snökel mösam un unseker rop na den Barg un smeet sik denn lingelang in de Heid , rein mööd un ut ' e Puust .	1
wat olt es , dat ritt , sagg de Düüwel , dao räit hei sine Bessmauder en Aohr af .	0
keen Halm , keen Heidbult böögt sik ünner sinen Foot ; he geit hin un her , Du höörst sinen Schritt nich , darbi wringt he de harden knökerigen Hannen , wiest un winkt un handsleit , de Mund is ümmer in Bewegung , as wenn he sprickt , aver keen Oor höört en Luut .	1
Arms so stark as Windmöhlenflügels ; de Lüd sädn , he bör de Plog mit een ' n Arm up un wies ' den Weg darmit .	1
darbi wurrn se wedder hungrig .	1
in diär Tîd , bo dei Israeliten op de Wanderungk wäären , käiken sei nao diär Wolke üöwwer diäm Telt .	0
fär de Oagenen gong dät wuohl .	0
Gaffeltangen ?	0
ut den Reetschalm an de Bröök jinkjank de Reetvagel man ümmerto , de Grassnark knarr ut dat hoge Gras , nerrn in 't Moor repp de Kiwitt un baben in de klare Luft sung de Lerch eren Psalm un kunn dat Enn ni finnen .	1
„ Wat is dat ? “ „ ’ N Jo-Jo “ , siét at Blage un spiélt widder .	0
owwer sei harren nit bedacht , wat de Häär befuohlen harre un dei Glaut nit vam Altaor 'edaon .	0
» Still , Jasper ! « see de Buurvaagt , » laat nu vertellen. «	1
45 , 16 – 28 As dat am Huowe vam Pharao lubber wouë , dat dei Bröüers van Josef dao wäären , freueren siëck de Pharao un sine Ministers .	0
ik kann 't geern all in ' n Schosteen schriben un mit de Zettels de Piep ansteken , inlööst warrt se miendaag nich .	1
do mochte hai imme Sträuh slopen , un dofüör soll hai noch fyiftaihn Penninge betahlen .	0
dei Süöhne van Jakob sätten iëhren Vâer , iëhre Wîwer un die kleinen Blagen in dei Wagens , dei de Pharao met'eschicket harre .	0
juchhe !	0
wat schull he nu noch mit dat smucke Sloß !	1
se is uns alltosamen wiet över , un dat weckt den Neid , de hier in Dörp leidergotts överall rümsliken deit .	1
de muß dumm ween , de sick nu fatkriegen leet .	1
well mi't gerohen , sou dachte dei Voss , iék bränge diék vandag Noch taum Marte , wo di en bittrer Huénig tedéil werd .	0
dat was Israel sin Stîtwagen un sin Wagenstüüerer. « Un dann nahm hei sine Kläi'er un räit se in twäi Däile .	0
ni waar , wi seet uns morgen un all Daag ? « Se geev eer de Hand un gung .	1
in düesem Sinne seyd ve nit Herens , vey seyd Dainers altehäupe .	0
wo de Au afböög , söch he lang herum , ob jichenseen Footspoor to finn weer .	1
dat duert nich lang , so staht twintig , dörtig Minschen um den Muskanten ; welke singt mal mit un welke versökt mal , en Danz afftopedden .	1
na en Wiel steek he sien lütt Lamp an , bi Licht un Arbeit waar em beter tomoot , much he denken .	1
in ganz Ägypten hewwe iëck nuoch nüü so schriäwe Dîers 'eseihn .	0
de drütte weer utblewen , denn de Herr Pastor harr em ' n Choral upgewen , mit den he ganz un gar nich torech kamen kunn .	1
lôt't mi dei Diérs Sämtliék tehoupeberaupen , dei hie bi Huawe wiast sind : alle sollt et gewahr wer ' n , wu Reineke schändliék hiat luagen , Wu hei ent gohen un dann met Bellyn dian Lampe awmurkset .	0
» Den Hanswust ?	1
uns hett se Guott in'etrechtert met Sprüecken van ollenähgistern .	0
denn faat se eer an de Hand , un ut de beiden olen Kinnerogen lach de Freud : » Dat bedüüd , mien Dochter , uns ' Herrgott leggt Di bald en lütt Kind in den Schoot – Deern , wenn 't en lütten Jung weer , wat waar Paul sik ... «	1
schallst Dank hebben för Dien blied Gesicht – en raar Ding opstunns !	1
kein Früömden was dao .	0
sei käiken terügge , in dei Füüerwand , bo de Füüerstuorm brusere , owwer sei wäären daovan'ekuommen , füör düet äine Maol .	0
se hänn nu van Gehannes Stolterjoan sou viel beleawet , dat se sik waarden , eam wyer unner de Knüste te kuemen .	0
ower dei Schlange gewinnt , sei werd't nit biatter begehren .	0
do was löüter wat te soihn un äk all weäggen deän Diéren .	0
Schabbelünter ?	0
„ Jo “ , siet de Mann , „ et es wol swoar te löven , Dat nu all Tidung hir sall sin ut Saxen , Doch lopt Gerüchte gauer , as me denket .	0
un ock die Ahle was noch unger dänn Lärbenden .	0
en Schostersdochter ut Rendsborg ?	1
dat Aas ! « De Jung weer as mit Bloot övergaten .	1
un wiëlen et iättlicke Gefangene gaffte , becke Unrächt liën mochen , hänn dei et im Sinn , et iähre Pinigers returtegiëwen .	0
et naches owwer kam Guott tau Abimilech im Droume un saġġe : » Du hiäs verdennt , dat du stiärwest , wîl dat dat Wîf , dat du di 'enuommen hiäs , bestadt es. « Abimelech harre siëck owwer nuoch nit met Sara in'elaoten , un sou saġġe hei : » Häär , es dat din Äänst , dat du Unschüllige ümbrängen woss ?	0
see Di doch de Welt an !	1
un Josua schräif dao vüör aller Ougen op dei Stäiner dat Gesetz , sou as Mose dat 'egafft harre .	0
– Wokeen höört dar nerrn dat Roggenfeld to , dat as en Kiel in de Heiloh sniden deit Paul ? «	1
iëhrt anneren konnt rühig häime reisen nao inkem Vâer. « Juda triëtt füör sinen Brouër in 1 Mose/Gen .	0
Fru Soldwedel weer dree Dag in de Week ünnerwegs , üm so bilütten alles intoköpen .	1
villichts sind dao fîfenvättig ouhne Sünne ; woss du dann dei ganze Stâdt verdiärwen wiägen fîf Sünnern ? « Guott saġġe : » Iëck well dat dann nit daun , wann iëck fîfenvättig finge. « Owwer Abraham leit nit locker : » Villichts sind dao blouß vättig ? « Guott saġġe : » Iëck well dat dann ouk nit daun , üm diär vättig willen. « Abraham saġġe : » Sî mi nit böüse , wann ' k nuoch enns küere .	0
de Smid snack vergnögt von dit un dat un däh , as wenn he recht up sin Jüstement weer .	1
» O willkamen , Maren !	1
nee , nee , ik will Dien Antwoort nich , nu noch nich !	1
dat weer ok sach Maren eer Wark , meen man , de wull jo ümmer wat anners , as wat fröer Bruuk west weer ; Vader un Grootvader weren ok doch aan Sommerschool utkamen , worüm schull dat nu ni gaan !	1
derhalwer woll unse Vâer 'ne nit mettrecken laoten .	0
at sei käämen , sağğe hei : » Bekke van ink dei Schrift dao an diär Wand düüten un utleggen kann , wätt in Purpur 'ekledt un kritt ne gülle Ährenkîe üm diän Nacken .	0
» In Kassen Mollt sien Lupinen , glööv ik .	1
ne Heeren van O. woll wat bey Jüren bestellen un kam in seyne Junggesellenbude .	0
düese Frau was gurrer Huoppnunge un brachte en Suohn op de Welt .	0
» Meenst Du dat , lütt Maren ?	1
» Ik will em gripen. «	1
ick harr mi dorto hergeben kunnt .	1
wat Guott diäm Volke süss nuoch saġġe	0
dä Geschich ’ e van Christa	0
iëck well dat bestännig blîwen .	0
Stina , sünd Ji to Sünnabendabend ok bi den Möller to Swiensköst laden ?	1
un doch , wenn man so de olen Lüd spreken hört , recht is de Villa keenen .	1
Tyge is egentlich op ' n Weg na Altna un weer sach an uns vörbi reist , wenn ik em ni schreben harr , he schull vörkamen .	1
awer keen Fründschop .	1
he weer ganz anners as de meisten Minschen bi Hamborg rüm .	1
fiarwohr , ümm ' Unsiékeret te saiken , Dat Siékere te lôten , is weder rôtsam noch rühmliék .	0
» Nu vermünner Di man !	1
Fruenslüd ' weern man en paar mitmank .	1
» Passeert ?	1
dao saġġe de Häär tiëger Mose un Aaron : » Aaron , dine Tîd es nu af'eloupen .	0
he wull grad dat Rezept schrieben , da keem sin Husknecht rin un säd , dat de Muerlüd , de en nien Peerstall för den Dokter buen , keen Tegelsteen mehr harrn , un dat he se forts bestelln un haln schull .	1
dä Klääterbaum	0
dät Schüteznfäst wur te Enge , de Musikanten päcken eähre Brocken , satten sick up de Fahrräern un forrten noh Alme .	0
Lena dee , wat se kunn .	1
un solkerart finnet Alles nu Opnahme bie Sienesglieken !	0
se möken nu en naturgeschichtliche Swenkung un setten för den Appelfeldtog en Meisenfang un vertelln de Entdeckung an alle Husbewahner , ok an Grotvader .	1
ick häbbe en Unglücke .	0
vör en paar Daag legen Stadt un Land noch in ' n schöönsten Sünnschien , de Friheit gang op as en junge Saat , un de Harten waarn buuk von Stolt un Höpen .	1
van Pickerjehans Franz	0
un is et ock all lange hiär , et riusket diär jeden Draum van schoiner , glückleger Kinnerteyt düese laiwe Dännenbaum .	0
un wat hadd de Aptheker sik de Brill putzt un toletzt lacht , as teindusend Tegelsteen von em verlangt würrn .	1
denn höör nipp to , aver warr ni bang , ik mutt Di wat wisen , wat Dien reinen Ogen noch ni seen hebbt .	1
hei hett uns nit barmet , at hei Anges üm sin Liäwen harre .	0
Paul leet sik wenig seen , he holp bi 't Fodern an de Deel , seeg ok woll mal na buten , wo Klaas un Cillja dat Broot ut ' n Aben halen .	1
tom Dank steeken se em en Buddel goden Wien un en Dutz Zigarren in de Tasch , un da slög he sik wedder in die Büsch .	1
un Andeel nehm ick an ehr as nich licht wull anners .	1
wann inke Vâer 'esaġġt hiät : du kriss dei Schwattbunten as Louhn , dao op äinmaol schmäiten dei Dîers blouß nuoch Gepläckte un Gestrîpte .	0
Bravo !	1
» Bi de Strucken ?	1
alle follen iahn ân , dei met diam Mester hiarkommen ; Ümmebrängen , was iahr Begehr .	0
seiht mol iäwen düt Schreywen !	0
owwer jüst sau hiärtlick hett sick dä Düütschen bi Iwan bedanket .	0
bîet nit tau iëhren Güöttern !	0
Jät wußte nau nit vyel vam Liäwen , Nit , biu et taugäiht in d ’ r Welt , Nit , biu im Kahrten un met Drinken Verspyelt , vertrötert werd dät Geld .	0
